Laboratory ID,HMB0001,,HMB0002,,HMB0003,,HMB0004,,HMB0005,,HMB0006,,HMB0007,,HMB0008,,HMB0009,,HMB0010,,HMB0011,,HMB0012,,HMB0013,,HMB0014,,HMB0015,,HMB0016,,HMB0017,,HMB0018,,HMB0019,,HMB0020,,HMB0021,,HMB0022,,HMB0023,,HMB0024,,HMB0025,,HMB0026,,HMB0027,,HMB0028,,HMB0029,,HMB0030,,HMB0031,,HMB0032,,HMB0033,,HMB0034,,HMB0035,,HMB0036,,HMB0037,,HMB0038,,HMB0039,,HMB0040,,HMB0041,,HMB0042,,HMB0043,,HMB0044,,HMB0045,,HMB0046,,HMB0047,,HMB0048,,HMB0049,,HMB0050,,HMB0051,,HMB0052,,HMB0053,,HMB0054,,HMB0055,,HMB0056,,HMB0057,,HMB0058,,HMB0059,,HMB0060,,HMB0061,,HMB0062,,HMB0063,,HMB0064,,HMB0065,,HMB0066,,HMB0067,,HMB0068,,HMB0069,,HMB0070,,HMB0071,,HMB0072,,HMB0073,,HMB0074,,HMB0075,,HMB0076,,HMB0077,,HMB0078,,HMB0079,,HMB0080,,HMB0081,,HMB0082,,HMB0083,,HMB0084,,HMB0085,,HMB0086,,HMB0087,,HMB0088,,HMB0089,,HMB0090,,HMB0091,,HMB0092,,HMB0093,,HMB0094,,HMB0095,,HMB0096,,HMB0097,,HMB0098,,HMB0099,,HMB0100,,HMB0101,,HMB0102,,HMB0103,,HMB0104,,HMB0105,,HMB0106,,HMB0107,,HMB0108,,HMB0109,,HMB0110,,HMB0111,,HMB0112,,HMB0113,,HMB0114,,HMB0115,,HMB0116,,HMB0117,,HMB0118,,HMB0119,,HMB0120,,HMB0121,,HMB0122,,HMB0123,,HMB0124,,HMB0125,,HMB0126,,HMB0127,,HMB0128,,HMB0129,,HMB0130,,HMB0131,,HMB0132,,HMB0133,,HMB0134,,HMB0135,,HMB0136,
Sample Dry Weight (g),1.5,,1.37,,1.47,,1.42,,1.16,,1.37,,1.48,,1.5,,1.47,,1.36,,1.39,,1.37,,1.35,,1.36,,1.43,,1.32,,1.45,,1.42,,1.2,,1.16,,1.28,,1.13,,1.24,,1.26,,1.16,,1.27,,1.13,,1.27,,1.35,,1.51,,1.51,,1.58,,1.17,,1.18,,1.32,,1.06,,1.34,,1.24,,1.2,,1.11,,1.18,,1.01,,1.02,,1.58,,1.18,,1.11,,1.04,,1.3,,1.06,,1.13,,1.38,,0.98,,1.07,,1.97,,1.12,,1.26,,1.11,,1.78,,1.13,,1.5,,1.28,,1.68,,1.23,,1.27,,1.03,,1.2,,1.35,,1.28,,1.11,,1.38,,1.31,,1.39,,1.4,,1.13,,1.06,,1.09,,1.09,,1.27,,1.91,,1.22,,1.08,,1.91,,1.29,,1.08,,1.55,,1.15,,1.4,,1.26,,1.4,,1.34,,1.47,,1.36,,1.19,,1.4,,1.34,,1.37,,1.26,,1.13,,1.15,,2.45,,1.87,,1.17,,1.16,,1.21,,1.27,,1.16,,1.27,,1.23,,1.46,,1.38,,1.21,,1.41,,1.33,,1.37,,1.26,,1.13,,1.17,,2.44,,1.88,,1.18,,1.13,,1.2,,1.26,,1.18,,1.28,,1.23,,1.2,,1.13,,1.03,,1.1,,1.18,,0.99,,1.3,,1.17,,1.17,,0.99,
% Dry,29.89,,27.34,,29.05,,28.04,,23.08,,27.01,,29.41,,29.23,,28.75,,26.71,,27.74,,27.42,,26.83,,27.06,,28,,26.03,,28.19,,27.27,,23.86,,22.94,,25.47,,22.37,,24.42,,24.85,,23.15,,25.27,,22.22,,25.14,,26.82,,30.06,,29.94,,31.43,,23.08,,23.3,,26.09,,21.2,,26.51,,24.48,,23.98,,22.09,,23.37,,19.75,,20.31,,31.4,,23.46,,22.22,,20.3,,25.93,,20.83,,22.31,,26.95,,19.44,,21.36,,38.46,,22.37,,25,,21.82,,35.37,,22.3,,29.68,,25.53,,32.88,,24.54,,25.26,,20.57,,23.97,,26.81,,25.55,,21.97,,27.43,,25.87,,27.54,,27.93,,22.31,,20.97,,21.43,,21.6,,25,,37.9,,24,,21.67,,37.86,,25.64,,21.43,,30.39,,23.02,,27.83,,25,,27.88,,26.72,,29.17,,27.1,,23.53,,27.92,,26.4,,27.19,,25,,22.58,,23.08,,48.28,,37.38,,23.38,,22.51,,23.93,,25.24,,23.08,,25.17,,24.57,,29.17,,27.1,,23.53,,27.92,,26.4,,27.19,,25,,22.58,,23.08,,48.28,,37.38,,23.24,,22.51,,23.93,,25.24,,23.08,,25.17,,24.57,,23.93,,22.32,,20.55,,21.57,,23.48,,19.47,,25.89,,23.33,,23.33,,19.64,
% Moisture,70.11,,72.66,,70.95,,71.96,,76.92,,72.99,,70.59,,70.77,,71.25,,73.29,,72.26,,72.58,,73.17,,72.94,,72,,73.97,,71.81,,72.73,,76.14,,77.06,,74.53,,77.63,,75.58,,75.15,,76.85,,74.73,,77.78,,74.86,,73.18,,69.94,,70.06,,68.57,,76.92,,76.7,,73.91,,78.8,,73.49,,75.52,,76.02,,77.91,,76.63,,80.25,,79.69,,68.6,,76.54,,77.78,,79.7,,74.07,,79.17,,77.69,,73.05,,80.56,,78.64,,61.54,,77.63,,75,,78.18,,64.63,,77.7,,70.32,,74.47,,67.12,,75.46,,74.74,,79.43,,76.03,,73.19,,74.45,,78.03,,72.57,,74.13,,72.46,,72.07,,77.69,,79.03,,78.57,,78.4,,75,,62.1,,76,,78.33,,62.14,,74.36,,78.57,,69.61,,76.98,,72.17,,75,,72.12,,73.28,,70.83,,72.9,,76.47,,72.08,,73.6,,72.81,,75,,77.42,,76.92,,51.72,,62.62,,76.62,,77.49,,76.07,,74.76,,76.92,,74.83,,75.43,,70.83,,72.9,,76.47,,72.08,,73.6,,72.81,,75,,77.42,,76.92,,51.72,,62.62,,76.76,,77.49,,76.07,,74.76,,76.92,,74.83,,75.43,,76.07,,77.68,,79.45,,78.43,,76.52,,80.53,,74.11,,76.67,,76.67,,80.36,
% Lipid (dry),4.22,,1.65,,8,,1.83,,4.72,,2.05,,13.65,,2.6,,5.05,,1.62,,2.1,,3.18,,2.07,,0.78,,3.31,,1.76,,3.05,,1.42,,2.08,,2.15,,5.07,,2.79,,5.71,,5.34,,1.99,,4.07,,3.31,,2.41,,16.73,,34.36,,24.29,,34.38,,3.58,,6.3,,21.35,,2.26,,5.99,,4.76,,2.51,,5.65,,4.4,,5.42,,10.26,,74.73,,4.73,,15.73,,3.23,,5.61,,1.9,,4.11,,7.46,,3,,3.45,,30.89,,9.12,,26.77,,7.94,,39.82,,2.04,,19.95,,9.39,,36.55,,11.19,,11.17,,3.09,,8.77,,10.32,,10.22,,1.05,,19.76,,35.9,,15.66,,15.16,,7.5,,1.75,,2.14,,2.12,,4.4,,42.66,,21.68,,13.55,,39.7,,5.14,,3.61,,9.2,,22.2,,6.05,,3.36,,2.49,,28.06,,4.59,,7.98,,1.2,,2.08,,2.89,,4.7,,5.7,,2.79,,2.1,,42.69,,48.95,,4.26,,1.67,,7.03,,3.43,,6.43,,3.98,,6.58,,8.06,,16.53,,1.55,,3.27,,2.25,,6.83,,1.72,,2.51,,68.39,,1.94,,3.73,,4.61,,14.4,,35.31,,35.4,,3.83,,4.1,,11.56,,2.91,,6.37,,1.43,,6.38,,13.5,,3.88,,4.6,,3.58,,3.88,,6.86,
% Lipid (wet),1.26,,0.45,,2.32,,0.51,,1.09,,0.55,,4.01,,0.76,,1.45,,0.43,,0.58,,0.87,,0.55,,0.21,,0.93,,0.46,,0.86,,0.39,,0.5,,0.49,,1.29,,0.63,,1.39,,1.33,,0.46,,1.03,,0.74,,0.61,,4.49,,10.33,,7.27,,10.8,,0.83,,1.47,,5.57,,0.48,,1.59,,1.16,,0.6,,1.25,,1.03,,1.07,,2.08,,23.46,,1.11,,3.5,,0.66,,1.45,,0.4,,0.92,,2.01,,0.58,,0.74,,11.88,,2.04,,6.69,,1.73,,14.08,,0.46,,5.92,,2.4,,12.02,,2.75,,2.82,,0.64,,2.1,,2.77,,2.61,,0.23,,5.42,,9.29,,4.31,,4.23,,1.67,,0.37,,0.46,,0.46,,1.1,,16.17,,5.2,,2.94,,15.03,,1.32,,0.77,,2.8,,5.11,,1.68,,0.84,,0.69,,7.5,,1.34,,2.16,,0.28,,0.58,,0.76,,1.28,,1.43,,0.63,,0.48,,20.61,,18.3,,1,,0.38,,1.68,,0.87,,1.48,,1,,1.62,,2.35,,4.48,,0.36,,0.91,,0.59,,1.86,,0.43,,0.57,,15.78,,0.93,,1.4,,1.07,,3.24,,8.45,,8.94,,0.88,,1.03,,2.84,,0.7,,1.42,,0.29,,1.38,,3.17,,0.75,,1.19,,0.84,,0.91,,1.35,
Dilution,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1.65X,,1.65X,,1.65X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,,1X,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target Compounds,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q,Su. Corrected,Q
,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),,Conc. (ng/wet g),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cis/trans Decalin,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C1-Decalins,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C2-Decalins,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C3-Decalins,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C4-Decalins,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
Naphthalene,0.69, ,1.43, ,1.32, ,0.94, ,1.09, ,1, ,1.82, ,0.65, ,0.95, ,0.55, ,0.68, ,0.67, ,0.72, ,0.62, ,0.91, ,0.64, ,0.95, ,0.7, ,1.33, ,0.89, ,1.17, ,0.98, ,1.08, ,1.43, ,0.61, ,0,U,1.15, ,0.91, ,2.04, ,2.43, ,2.07, ,2.19, ,1.13, ,1.53, ,1.53, ,1.08, ,1.6, ,1.38, ,1.23, ,1.39, ,1.3, ,1.35, ,1.82, ,2.49, ,3.73, ,3.18, ,1.7, ,1.79, ,1.75, ,1.82, ,1.7, ,2.39, ,2.85, ,2.25, ,1.26, ,1.4, ,1.05, ,2.02, ,1.29, ,1.61, ,1.62, ,1.4, ,1.31, ,1.2, ,0.96, ,1.74, ,1, ,0.84, ,0.64, ,1.06, ,1.02, ,0.96, ,1.46, ,1.3, ,0,U,0.97, ,0,U,0,U,0.99, ,1.26, ,0.94, ,0,U,0,U,0,U,0,U,1.21, ,0,U,0.86, ,0.99, ,0,U,0,U,1.27, ,0.95, ,0,U,0.94, ,1.18, ,0,U,0,U,0,U,2.24, ,2.23, ,0,U,1, ,1.13, ,1.26, ,1.37, ,1.34, ,1.49, ,1.05, ,1.14, ,1, ,1.1, ,1.26, ,1.23, ,1.04, ,0.92, ,1.32, ,1.22, ,2.76, ,1.13, ,0,U,1.79, ,1.46, ,1.22, ,1.21, ,14.43, ,1.5, ,0,U,0.81, ,0,U,1.27, ,1.01, ,1.98, ,1.12, ,1.19, ,1.38, 
C1-Naphthalenes,0,U,0,U,0.29,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.24,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.37,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.58,J,0.71,J,0.58,J,0,U,0,U,0.51,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0.59,J,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,4.74, ,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
C2-Naphthalenes,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U,0,U
